chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,LABEL
0.45855513,0.019645333,3001.3547909684103,3344.5171291438965,5534.632735462587,0.07897750960701856,-359.4096,137.64343,-37.699123,6.3255467,-27.920158,14.322881,-15.875975,-2.8670123,-21.996672,-10.139288,-9.760785,-6.7684813,-3.511393,-3.7483397,-3.9677022,-10.396973,-2.4822638,-6.1629357,-4.923035,-11.189392,REAL
0.4640761,0.014318105,2727.9665172563396,3355.3612927469185,5111.337924612094,0.06432850565545244,-390.26126,141.90009,-27.839031,9.437146,-16.869802,7.8865557,-14.162356,-5.456524,-19.612125,-10.692555,-10.102802,-6.653375,-3.3748684,-3.7049148,-2.511039,-9.781481,-2.9333105,-6.1064057,-4.8960047,-11.024654,REAL
0.48478642,0.009045294,3107.3556119539617,3969.098025935024,6465.931280361804,0.0650801868837007,-456.10266,133.50476,-11.117912,14.982422,-8.3548565,8.518013,-10.277915,-4.2207932,-17.30984,-8.3162155,-10.70684,-6.7634034,-3.5317745,-3.9234896,-2.3371043,-8.130886,-2.7869675,-5.8986616,-4.085208,-9.087442,REAL
0.47886217,0.009568752,3312.8257331111818,4015.8871417007676,6800.919973988544,0.0750072505800464,-455.28723,128.96028,-13.122722,23.11351,-8.715171,13.008296,-11.598715,-2.3383427,-16.879381,-5.506314,-10.924266,-7.216356,-5.2563906,-5.8101673,-3.9522429,-9.662618,-2.1151714,-5.3619666,-1.9828482,-9.893876,REAL
0.4498236,0.0143876765,3138.3015407365497,3554.610187920508,5831.376262054089,0.0809515933149652,-409.34323,127.41835,-12.608589,29.327412,-9.48756,12.267115,-12.220907,-5.6643195,-17.201075,-6.645801,-13.284443,-9.627606,-5.0866537,-5.3235016,-6.4101562,-9.247939,-3.3095472,-3.9992273,-2.6926994,-10.764003,REAL
0.442012,0.018142367,3061.2948770342373,3406.7738838565574,5660.484565327726,0.08082470816415313,-376.51328,134.63487,-24.216684,22.240778,-21.198671,11.098269,-14.623732,-6.2185144,-20.906418,-8.62864,-14.5911875,-8.445599,-4.415972,-5.0617156,-5.305656,-7.614762,-1.2986528,-5.912781,-4.0444045,-11.415246,REAL
0.42906713,0.019383276,2892.2692363172005,3446.772483579847,5581.046530597448,0.06907876848897912,-380.0978,139.76501,-24.112934,17.620382,-20.175129,10.172099,-14.230487,-4.8896394,-21.246113,-9.019073,-14.271278,-8.855192,-4.949926,-4.9107614,-4.6068234,-7.5091147,-1.9667443,-6.263248,-3.7469711,-11.569444,REAL
0.42396912,0.017556129,2771.3700079798755,3534.4230197402358,5411.403859574391,0.060033103429524365,-408.8528,137.97296,-12.285411,22.334543,-8.232064,10.835372,-12.415456,-4.557268,-18.133587,-7.7563066,-14.768433,-11.069952,-4.570518,-3.6444724,-5.4440527,-8.647269,-3.1212654,-5.5036645,-2.839129,-10.573394,REAL
0.43028048,0.017123057,2909.7137920718537,3474.3545843896122,5442.529580100783,0.06964012199100927,-407.68747,137.48418,-13.056512,30.3207,-12.825218,12.154365,-13.374441,-4.2503605,-19.83607,-6.6106825,-14.951085,-10.096416,-4.418865,-2.7744668,-5.1688485,-9.004757,-1.430747,-5.513253,-2.616342,-11.336041,REAL
0.4094003,0.018633828,2931.973028223174,3458.0645348651806,5423.5943504386605,0.07000321744489559,-393.60626,137.10146,-10.747751,33.1843,-14.97318,20.008461,-14.821775,-9.3771105,-22.204676,-4.302856,-13.234998,-8.574203,-5.190934,-1.9719279,-3.0352588,-8.463195,-0.9249252,-5.217105,-3.1487515,-11.41402,REAL
